address,source,current_classification,tag_count,severity,tag_names,tag_slugs,main_entities
0x360ee8653c848ca03172e65f5c95bde66db9fb32,watchlist:MEDIUM,address_poisoner_targeting_org_001 | Vault spoof #2 (0x360e prefix collision with org_001 vault). Dust USDC/USDT spam. nonce=4069. Targets org_001 Treasury.,0,none,,,
0x392c564a28d6d87d326e8a385c764355e130418d,entity_classification,CRIMINAL / org_deployer,0,none,,,
0x39591e7c099a379fd7b349ebfecaeef439c40454,infra_operator_candidate,top12_funder | deployers=633 contracts=2029,3,HIGH,OKX 177; Exchange; note_0,okx-177; exchange; note0,; ; 
0x39591e7c099a379fd7b349ebfecaeef439c40454,watchlist:HIGH,"iso_top12_39591e7c | Top-12 Infrastructure-Scale Operator (rank #10 per reports/funder_cluster_diagnostic_2026-04-29.md, 745 deployers / 2,625 contracts / 5 confirmed / 1,313 suspected). Surged overnight 2026-05-04→05: spawned 22 new deployers / 23 contracts. Documented in lexicon but never watchlisted until 2026-05-05.",3,HIGH,OKX 177; Exchange; note_0,okx-177; exchange; note0,; ; 
0x3b8b8e550997541816882c778ae0ac031e86b5a8,entity_classification,CRIMINAL / trap_contract,0,none,,,
0x3c6b221f35aeb42fdcc8e86ae1d36ac9fef3d068,watchlist:HIGH,self_deploying_drainer_3c6b221f | 1 victim drained 2026-05-03. Funder 0x6a6e7d2fedd2.,0,none,,,
0x3de8e56d9f31663d7b64b46484ab48cc3a625327,watchlist:HIGH,drainer_funder_3de8e56d | Funder of May 4 drainer 0xa6d56d6d140e (49 victims). Funds 1 corpus deployers. Surfaced 2026-05-04.,0,none,,,
0x3e6800980a97038ce5e746cde46c49d45e4966de,entity_classification,CRIMINAL / trap_contract,0,none,,,
0x43aa42d2f11afe42832a9619bc8066dfb83a9217,entity_classification,CRIMINAL / known_attacker,0,none,,,
0x44a2ee1369c3eecf86f8de7c73c3e3602523a198,watchlist:HIGH,"self_deploying_drainer_44a2ee13_arbitrum | 37 victims drained 2026-05-07 across 6.5h window (10:55 -> 17:25 UTC). Arbitrum self-deploying drainer. Single contract `0x955b2c75efffa1ee9ee54e21e9c5c7cf772fdcb0` (tier=confirmed pre-attack — Layer 3 had pre-classified). Funder `0x68b8b6d48dc6529d7eb4c7943613e04ba2e5b913` (1 lifetime spawn = clean Pattern A / Single-Purpose Funder shape). Second observation in 48h of the Pattern-A-clone cadence — same architecture as 2026-05-06 fbf44e96 (113 victims, org_001-funded). Different funder, same shape: single-purpose funder -> self-deploying drainer -> one tier=confirmed contract -> tens of victims in single-day burst.",0,none,,,
0x44ef17f5ab02de08bb21e5eb9a5eb7e0c593b5ad,watchlist:HIGH,self_deploying_drainer_44ef17f5 | 5 victims drained 2026-05-03. Funder 0x6cafe5b886cc. Distinct from existing hubs.,0,none,,,
0x45a318273749d6eb00f5f6ca3bc7cd3de26d642a,watchlist:CRITICAL,"cluster_b_funder | 25 deployer wallets, 223 contracts on Base+Arb, blacklist trap patterns, cross-chain operation",2,LOW,Owlto Finance: Bridge; Owlto Finance,owlto-finance-bridge; owlto-finance,; 
0x48d54f4238b647f76b59002f6062154de435fb28,watchlist:HIGH,"self_deploying_drainer_48d54f42 | Self-deploying trap operator on base. 9 drains across 1 contract(s), 9 distinct victims. Window: 2026-05-01T09:37:35 -> 2026-05-01T09:37:35. Fleet=1, funder=0x3e6a7633358430d89820a8e8b897bde4164e90f5, mainnet=L2-only. Surfaced 2026-05-01 via May 1 drain decomposition; part of continuing 2026-04-29 -> 2026-05-01 drain wave.",0,none,,,
0x4c89f508a848462977e9b28d03888bfc66ec601e,watchlist:HIGH,self_deploying_drainer_4c89f508 | 6 victims drained 2026-05-06. Funder 0x750585427608.,0,none,,,
0x4cfe37d21a5a8a1d74e4840426d644a1b50dc328,watchlist:HIGH,architect_associated | Behavioral match to Architect at 0.799. Possible alternate wallet.,3,self-confirming,Fake_Phishing327625; Phish / Hack; note_0,fakephishing327625; phish--hack; note0,; ; 
0x4e3ae00e8323558fa5cac04b152238924aa31b60,infra_operator_candidate,top12_funder | deployers=243 contracts=1557,4,HIGH,MEXC 15; Exchange; MEXC; note_0,mexc-15; exchange; mexc; note0,; ; ; 
0x56190cac88b8d4b5d5ed668ef81828913932e7ed,entity_classification,CRIMINAL / known_attacker,0,none,,,
0x571ba99571f588d8238cb56a244de1c44e1d1da7,entity_classification,CRIMINAL / org_deployer,0,none,,,
0x5851f4d600f81f5722a2841a552ce29b15ea2aeb,watchlist:HIGH,"self_deploying_drainer_5851f4d6 | Self-deploying trap operator on Base. Drained 3 victims on 0xa9634059b067 in single second at 2026-04-30T22:09:15 UTC. Fleet 62, first_seen 2026-03-21 (~40d old). Funder 0xd2274d8c6aa96fbe9cea3612fe5c4ca619c380ad. Same operational shape as 0xacc79e7b9f8d / 0x1aae146c1328 / etc. (mass-drain wave continuing into 2026-05-01).",0,none,,,
0x59537353248d0b12c7fcca56a4e420ffec4abc91,entity_classification,CRIMINAL / known_attacker,0,none,,,
0x5fb0b8584b34e56e386941a65dbe455ad43c5a23,entity_classification,CRIMINAL / known_attacker,0,none,,,
0x604be06b9f6b6663f78e755db0c5965eb2337e3d,watchlist:HIGH,"high-velocity solo operator (parallel to c0ffeefeed) | Originally classified 2026-04-25 as high-velocity solo operator (28 trap deployments in 24h on 04-24). Re-attributed 2026-04-29 to org_001 cluster — funded by 0xf70da97812cb96acdf810712aa562db8dfa3dbef (org_001 Whale Trader, watchlist HIGH). Per epistemic test #2 A11. Active high-volume operator within org_001 infrastructure-scale cluster.",0,none,,,
0x62ff7f626f8ce47f3c19075c6dbc3cedd34a50e4,watchlist:HIGH,drainer_funder_62ff7f62 | Funder of May 4 drainer 0xcd3daa151363 (39 victims). Funds 1 corpus deployers. Surfaced 2026-05-04.,0,none,,,
0x666521000c595a632fb3e99f392b12e937b77586,watchlist:HIGH,"high-productivity solo operator | 2026-04-23 investigator review: fleet 50, 6 confirmed, 4 hits today. 22-month Pattern D gap.",0,none,,,
0x685e0423add1d6fc31376eb2ab3ad188a3508f3d,watchlist:HIGH,self_deploying_drainer_685e0423 | 31 victims drained 2026-05-03. Funder 0xd12391b80e1f. Distinct from 0xf7883e3fef23 hub.,0,none,,,
0x68b8b6d48dc6529d7eb4c7943613e04ba2e5b913,watchlist:HIGH,single_purpose_funder_44a2ee13 | Single-Purpose Infrastructure Funder anchor for `0x44a2ee1369c3eecf86f8de7c73c3e3602523a198` drainer. 1 lifetime spawn (the drainer itself). No prior corpus history. Pattern A clean signature. Funded the May 7 37-victim burst on Arbitrum.,0,none,,,
0x6a9c2449c32779f89d0ccafd746152e237c1bdf2,watchlist:HIGH,"single_purpose_funder_industrial_bb50 | Near-Pattern-A funder for 0xbb50ce87be3443ed137df1dfdbf2fb0ca8c0a9e0 (29,016-contract Optimism PSO operator). Funds 2 corpus deployers but 99.99% of fleet routes through bb50ce87 — structurally between Single-Purpose Infrastructure Funder and Infrastructure-Scale Operator. Pure funding wallet (no deployer record).",0,none,,,
0x70e4bb86ef707870ee52aec1f0e77a09f22030a3,watchlist:HIGH,"self_deploying_drainer_70e4bb86 | 4 drains, 2 victims drained 2026-05-06. Funder 0x72174e813445.",0,none,,,
0x72747b3100031e3f8b88a83f6eb52c506d8a84af,watchlist:HIGH,"self_deploying_drainer_72747b31_iter7 | 0xf7883e3fef23 hub iter_7 (May 3). 143 victims. 7th iteration in the campaign; brings cumulative total to 1,005 victims across 26 days. Cadence ~2 days held exactly. Deploy-once-and-dispose. Fleet=1.",0,none,,,
0x73c0c56bbf162e403b46285f525cdc2409a57bed,watchlist:HIGH,"self_deploying_drainer_73c0c56b | 10 drains, 3 victims drained 2026-05-06. Multi-victim concentration suggests 1 contract hit 3 victims multiple times. Funder 0xa67d7eb4dc68.",0,none,,,
0x74b9a8351bd725ca3edd654c9728873b8c6f051e,entity_classification,CRIMINAL / trap_contract,0,none,,,
0x7930e1380157596ff82595d502083bf604eda922,watchlist:HIGH,architect_associated | Behavioral match to Architect at 0.710. Possible alternate wallet.,0,none,,,
0x79a2f71187dc9fd9b173781e6dd4ff9960f6f61b,entity_classification,CRIMINAL / trap_contract,0,none,,,
0x7ac6e9042fb5148b3f5daf9badfb8cf33ef66f43,watchlist:HIGH,"bot_trap_deployer_7ac6e904 | Bot-trap deployer on Base. Deployed 11 contracts in a 12-second burst 2026-05-03T15:28:33-45 UTC, including 0xa57d8e6646e063ffd6eae579d4f327b689da5dc3 which generated 1,007,988 lifetime tx (955K of those on May 4 alone) with 38.6% revert and 1 confirmed trap event (bot 0x42ec70c8 trapped 2026-05-04T00:33). Not Permit2-drain-class (0 approvals, 0 drains) but bot-trap-class with industrial volume. Funder: 0xa5ee814448a22a47fdc137c2d60bc4821157663b.",0,none,,,
0x7b72595d62b1f4260b1cdb331a2f5e19e62a52b0,watchlist:HIGH,self_deploying_drainer_7b72595d | Self-deploying trap operator on Base. 399 victims drained 2026-04-01 → 04-04 (4-day window) — the LARGEST single-iteration drain count in our corpus. Fleet=7. Funded by 0x3304e22ddaa2 (top-12 Infrastructure-Scale Operator AND drainer-spawn hub). Surfaced 2026-05-02 via Apr 1 → May 1 cross-link probe.,0,none,,,
0x7d34e0a0b4f7e151456cfc5fcdad46958f88f877,watchlist:HIGH,"self_deploying_drainer_7d34e0a0 | Self-deploying trap operator on Base, deploy-once-and-dispose. 139 drains 2026-04-07. Part of 6-drainer campaign by operator hub 0xf7883e3fef23c8e645deba4b540549d78028a616 (iter_1). Surfaced 2026-05-01 retroactively from cross-funder linkage probe.",0,none,,,
0x80b12bd0f1793bf6cea767fa83eb2068eaa17dc8,watchlist:HIGH,"pristine-reputation solo operator (0x752c5a95 deployer) | 2026-04-24 investigator review: deployer of 0x752c5a95 (confirmed pre-drain, 1898 approvals, 0 drains). 2019-05-23 mainnet vintage provides laundering cover. Two-contract Base footprint defeats fleet detectors.",3,LOW,Animoca: Deployer; Contract Deployer; Animoca,animoca-deployer; contract-deployer; animoca,Animoca; ; 
0x80c67432656d59144ceff962e8faf8926599bcf8,infra_operator_candidate,top12_funder | deployers=272 contracts=1135,3,LOW,Orbiter Finance: Bridge; Bridge; Orbiter Finance,orbiter-finance-bridge; bridge; orbiter-finance,; ; 
0x84792c2a999c0c12a0a0e00fbadb090cb2f84ad6,entity_classification,BOT / rd_bot,0,none,,,
0x8690b9a118b5410542c4b408834c8e2b7f10a147,watchlist:HIGH,"self_deploying_drainer_8690b9a1 | Self-deploying trap operator on arbitrum. 28 drains across 1 contract(s), 28 distinct victims. Window: 2026-05-01T10:56:54 -> 2026-05-02T06:26:36. Fleet=1, funder=0xf81a5dab15da0f6096df393c6e5d38d7cb572bf7, mainnet=L2-only. Surfaced 2026-05-01 via May 1 drain decomposition; part of continuing 2026-04-29 -> 2026-05-01 drain wave.",0,none,,,
0x888a491ed0a09c9325507aaccead28a099a2104f,entity_classification,CRIMINAL / org_deployer,0,none,,,
0x8b8f2c6e32715b7330416e3008430089f48d9662,watchlist:HIGH,drainer_funder_8b8f2c6e | Funder of new May 2 drainer wallet. Funds 1 corpus deployers. pure funding wallet. Surfaced 2026-05-02.,0,none,,,
0x8c826f795466e39acbff1bb4eeeb759609377ba1,infra_operator_candidate,top12_funder | deployers=743 contracts=3366,0,none,,,
0x8c826f795466e39acbff1bb4eeeb759609377ba1,watchlist:HIGH,org_001_gas_station | Org_001 gas station. 173 deployers funded. Coinbase origin.,0,none,,,
0x8ca702323c341a8d46ee94a2abeddb08798ca10d,infra_operator_candidate,top12_funder | deployers=737 contracts=320,0,none,,,
0x8f007f3e4f83a57c34dc4bf19237423665d28dd8,entity_classification,CRIMINAL / org_deployer,0,none,,,
0x9209c9f7dcb61937f1ec8160c22c0b2365079474,watchlist:CRITICAL,architect | Most sophisticated operator in corpus. 21 R&D contracts on Arbitrum. Full weapon: SD+DC+TS+CL.,0,none,,,
0x96daa0b8a5499ea9323421ed0cda06b345caab73,entity_classification,CRIMINAL / org_001_shadow_lp_staging,0,none,,,
0x96daa0b8a5499ea9323421ed0cda06b345caab73,watchlist:CRITICAL,org_001_shadow_lp_staging | Vanity-spoofed shadow wallet mimicking org_001 LP Staging (0x96daa0e1). PREFIX matches real wallet but SUFFIX differs. ~$2M volume Apr 8-11 data gap.,0,none,,,
0x987b2308c8ca6f906b797386954e486001f4b3d1,watchlist:HIGH,approval_trap_funder | Funded 3 deployers iterating approval traps. Escalating capability.,0,none,,,
0x9be076e81822678478f8a25d0f942f3126482829,watchlist:HIGH,self_deploying_drainer_9be076e8 | 2 victims drained 2026-05-03. Funder 0xd79d6824416e. Distinct from existing hubs.,0,none,,,
0x9dff309f8b3162d78807691336c0b14175021a77,watchlist:HIGH,"self_deploying_drainer_9dff309f | Self-deploying trap operator on base. 37 drains across 1 contracts, 37 distinct victims. Drain window: 2026-04-29T12:11:53 → 2026-04-29T12:11:53. Fleet=1, funder=0xef9dfaedf308211fe4d62fc4ce1d2c32b9c65374, mainnet=L2-only. Surfaced 2026-04-29 via 24h drain burst decomposition. Pattern: deploy → bait → mass-sweep, dispose.",0,none,,,
0x9ebed688a923060d3d713cb27d356ced4fa005c5,entity_classification,INDIVIDUAL / bot_operator,0,none,,,
0x9f5db1b0436815de051b86a732c3d8ad8877bbef,entity_classification,CRIMINAL / org_deployer,0,none,,,
0xa02c6fe88c7e9181db6cf6c9d75ed2a47183c159,watchlist:HIGH,self_deploying_drainer_a02c6fe8 | 5 victims drained 2026-05-06. Funder 0x453719b21491.,0,none,,,
0xa18478d133ebd6aeeb15fdc07f8c83551489abc1,entity_classification,COMMERCIAL / mev_factory,0,none,,,
0xa2a01b4a68575280a2de45178e289da717bedb6f,watchlist:HIGH,"pristine-reputation solo operator (arbitrum) | pristine-solo: fleet 4, conf 1, mainnet 2019-11-16, gap 2,314d. Detected by pristine_solo_detector 2026-04-25.",3,LOW,Stabilize Finance: Deployer 2; Contract Deployer; Stabilize Finance,stabilize-finance-deployer-2; contract-deployer; stabilize-finance,Stabilize; ; 
0xa370e0f4bd42b57ed4ac29ab3246b9f22fc6e33c,watchlist:HIGH,"self_deploying_drainer_a370e0f4 | Self-deploying trap operator on Base, deploy-once-and-dispose. 154 drains 2026-04-25. Part of 6-drainer campaign by operator hub 0xf7883e3fef23c8e645deba4b540549d78028a616 (iter_3). Surfaced 2026-05-01 retroactively from cross-funder linkage probe.",0,none,,,
0xa6d56d6d140eee1cff0509f533edc79b2731ee93,watchlist:HIGH,"self_deploying_drainer_a6d56d6d | Self-deploying trap operator on base. 49 drains across 1 contract(s), 49 victims. Window: 2026-05-04T12:00:07 -> 2026-05-04T12:00:07. Fleet=1, funder=0x3de8e56d9f31663d7b64b46484ab48cc3a625327, mainnet=L2-only. Surfaced 2026-05-04 daily probe (0xa6d56d6d140e = 49 victims). Continuing 2026-04-29+ drain wave.",0,none,,,
0xa707034429c8e4e01df056c0cbcf478f0fbefad7,watchlist:HIGH,"mass_dormant_drain_hub_a707 | Mainnet consolidation hub for mass dormant-wallet drain operation 2026-04-30. Receives small ETH amounts from 49+ distinct senders, including 5+ confirmed 7+ year old wallets (e.g. 0x006ac999c960 7.0y, 0x166bf677b8d8 7.5y, 0x95ca15e460e3 8.1y, 0xf44087b7e1cc 6.8y, 0x2a2bad8781de 7.0y, 0x3a687fade485 7.0y). Burst window 06:39-06:42 UTC = 17+ drains in 210s = scripted mass execution. Off-ramp: 324.741 ETH to Thorchain router 0xD37BbE5744D7 at 15:28:59 UTC. Wallet itself is 22h old at first observation (created 2026-04-29T23:39 UTC). Mainnet-only — outside Layer 3 L2 monitoring scope. EXTRACTION_010.",3,self-confirming,Fake_Phishing2831105; Phish / Hack; note_0,fakephishing2831105; phish--hack; note0,; ; 
0xa7b9874d15742358fb455dd56f97c6d19ad74f5c,watchlist:HIGH,"x402_drain_endpoint_a7b9874d | X402 facilitator-drain coordinated endpoint. Recipient of 4 of 7 X402_AGENT_DRAIN alerts in 2026-05-01 → 2026-05-02 window: $20K + $101K + $102K USDC from 0x06864af8a509 (escalating drops) plus 26.9 ETH-worth from 0x3e55d2cac1db. Total ~$285K USD-equiv received. Not in deployers, not in org_wallets pre-this-watchlist. Worth tracking for further inflow + onward laundering.",0,none,,,
0xa8c7ac1cdc33e1c3bf0aa04bb598ff66025207c1,watchlist:HIGH,"self_deploying_drainer_a8c7ac1c_iter8 | 0xf7883e3fef23 hub iter_8 (May 5). Spawned 2026-05-05T10:02:11 UTC — 30 seconds difference from iter_7 time-of-day (10:01:41), confirming sub-minute scheduler precision. 8th iteration in the campaign; cumulative now ~1,150 victims across 28 days. Fleet=1, deploy-once-and-dispose. Cadence prediction was 09:01-11:31 UTC window — confirmed within 1 hour of midpoint.",0,none,,,
0xa9f467486f4b79dd328a453493c0bee49bdcfba5,watchlist:HIGH,"self_deploying_drainer_a9f46748 | Self-deploying trap operator on base. 1 drains across 1 contract(s), 1 distinct victims. Window: 2026-05-02T07:53:15 -> 2026-05-02T07:53:15. Fleet=23, funder=None, mainnet=L2-only. Surfaced 2026-05-02 via May 2 daily probe (0xa9f467486f4b = 1 victim May 2). Continuing 2026-04-29 -> 2026-05-02 drain wave.",0,none,,,
0xaa06fde501a82ce1c0365273684247a736885daf,entity_classification,CRIMINAL / known_attacker,0,none,,,
0xab613368165f53ac0e74d4bebe0da6ae38ae6c0a,watchlist:HIGH,"self_deploying_drainer_ab613368 | Self-deploying trap operator on base. 41 drains across 1 contracts, 41 distinct victims. Drain window: 2026-04-29T10:30:41 → 2026-04-29T10:30:41. Fleet=1, funder=0x3174d2fda6a2b585e6673f1b06fb5cba3901f703, mainnet=L2-only. Surfaced 2026-04-29 via 24h drain burst decomposition. Pattern: deploy → bait → mass-sweep, dispose.",0,none,,,
0xacc79e7b9f8dbb22e197c76d92ff8c0472ac81b4,watchlist:HIGH,"self_deploying_trap_operator_acc79e | Self-deploying trap operator on Base. Same EOA deploys trap contracts AND sweeps approvals as drain_caller. Active 2026-04-29: deployed 0xa7e1e8ab7b7c at 15:04 UTC, swept 11 victims 21:35-22:04 UTC (29-min mass-drain window). Total: 77 distinct victims drained across 2 contracts (0xa7e1e8ab7b7c, 0x20abaff765075904). Fleet=3, L2-native funder 0x1b1d2149d656.",0,none,,,
0xadb085d8279bf7afad7599d3b8685547b19b2798,entity_classification,CRIMINAL / org_deployer,0,none,,,
0xb0b0b6903489cc56bf037cb2f5ba986e2775bb07,infra_operator_candidate,top12_funder | deployers=1404 contracts=1397,0,none,,,
0xb0b0b6903489cc56bf037cb2f5ba986e2775bb07,watchlist:HIGH,"iso_top12_b0b0b690_l2_native | Top-12 Infrastructure-Scale Operator, L2-native (no mainnet history), deliberate eth_depth evasion. Vanity-prefix branding (0xb0b0b69* — funder branding sub-type per Adversarial Vanity Branding lexicon entry). 6,605 lifetime corpus deployers per 2026-04-29 funder_metrics. Surged 2026-05-06: 114 new deployers / 114 contracts in single day. Documented in lexicon as Infrastructure-Scale Operator anchor instance but never watchlisted until 2026-05-06.",0,none,,,
0xb13b2ab202cb902b8986cbd430d7227bf3ddca83,entity_classification,CRIMINAL / known_attacker,0,none,,,
0xb3c07d462cbcd384636d713aaaa8a841f180e509,watchlist:HIGH,"single_purpose_op_3161 | 3,161-contract Base fleet deployed in 4 days (2026-04-24 to 2026-04-28). 100% suspected tier. 3,123 distinct deployed_code_hashes (near-unique per contract). Funded by single-purpose pure wallet 0x35ca5c210a7f87ec8a270ef96656ce6a278b106c. 0 drains, 24 approvals — pre-positioned dormant infrastructure. Larger than any documented single-deployer fleet at time of detection (now superseded by 0xbb50ce87 29K Optimism fleet, 2026-05-01).",0,none,,,
0xbaed383ede0e5d9d72430661f3285daa77e9439f,infra_operator_candidate,top12_funder | deployers=210 contracts=1492,5,HIGH,Bybit: Hot Wallet 6; DEPOSIT ADDRESS; Exchange; note_0; Bybit,bybit-hot-wallet-6; deposit-address; exchange; note0; bybit,; ; ; ; 
0xbaed383ede0e5d9d72430661f3285daa77e9439f,watchlist:HIGH,potential_org_004 | Independent gas station. 12+ deployers. Mixed trap types.,5,HIGH,Bybit: Hot Wallet 6; DEPOSIT ADDRESS; Exchange; note_0; Bybit,bybit-hot-wallet-6; deposit-address; exchange; note0; bybit,; ; ; ; 
0xbaff5fe29ceeba4fa235f20882dabbaf73898b17,watchlist:HIGH,self_deploying_drainer_baff5fe2 | 2 victims drained 2026-03-25 (single-day). iter_1 of 0x3304e22ddaa2 drainer-spawn campaign. Fleet=1.,0,none,,,
